,genero,monto,fecha,hora,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,dcto,cashback,fraude,device_score,dia
2972,M,300.9650211,2020-01-21,7,Virtual,40000,64,En proceso,False,0.0,6.019300423,False,2,Tuesday
2973,M,290.4557514,2020-01-14,10,Virtual,40000,64,Aceptada,False,29.04557514,5.228203525,False,2,Tuesday
2974,M,127.5445021,2020-01-24,1,Virtual,40000,64,Aceptada,False,0.0,2.550890042,False,2,Friday
2975,M,120.7676742,2020-06-01,17,FÃ­sica,40000,64,Rechazada,False,12.07676742,1.086909068,False,5,Monday
2976,M,928.7679398,2020-11-01,23,Virtual,40000,64,Aceptada,False,92.87679398,16.71782292,False,3,Sunday
2977,M,808.1824155,2020-09-01,18,FÃ­sica,40000,64,Aceptada,False,0.0,8.081824155,False,3,Tuesday
2978,M,968.5389119,2020-11-01,6,FÃ­sica,40000,64,Aceptada,False,0.0,9.685389119,False,4,Sunday
2979,M,59.24225452,2020-03-01,12,Virtual,82000,36,Aceptada,True,0.0,1.18484509,False,4,Sunday
2980,M,166.9880577,2020-11-01,6,FÃ­sica,82000,36,Aceptada,True,0.0,1.669880577,False,3,Sunday
2981,M,359.0935349,2020-01-21,11,FÃ­sica,82000,36,Aceptada,True,0.0,3.590935349,False,3,Tuesday
2982,M,343.9004568,2020-01-17,1,FÃ­sica,82000,36,Aceptada,True,68.78009136,2.751203654,False,3,Friday
2983,M,836.3006661,2020-02-01,7,Virtual,82000,36,Aceptada,True,0.0,16.72601332,False,5,Saturday
2984,M,484.9916862,2020-01-16,8,Virtual,82000,36,Aceptada,True,0.0,9.699833723,False,4,Thursday
2985,M,880.1899797,2020-12-01,3,FÃ­sica,82000,36,En proceso,True,176.0379959,7.041519838,False,2,Tuesday
2986,M,412.8518794,2020-06-01,20,Virtual,82000,36,Aceptada,True,0.0,8.257037588,False,4,Monday
2987,M,330.7842902,2020-01-23,21,Virtual,82000,36,Aceptada,True,0.0,6.615685805,False,2,Thursday
2988,M,196.042813,2020-01-13,1,FÃ­sica,82000,36,Aceptada,True,0.0,1.96042813,False,5,Monday
2989,M,485.4136728,2020-01-17,4,Virtual,82000,36,Aceptada,True,48.54136728,8.73744611,False,1,Friday
2990,M,565.3609662,2020-01-27,19,FÃ­sica,82000,36,Aceptada,True,56.53609662,5.088248696,False,1,Monday
2991,M,467.4074316,2020-01-19,9,Virtual,82000,36,Rechazada,True,0.0,9.348148632,False,1,Sunday
2992,M,409.8182513,2020-01-25,6,Virtual,82000,36,En proceso,True,0.0,8.196365026,False,5,Saturday
2993,F,352.8694369,2020-03-01,17,Virtual,49000,61,En proceso,False,0.0,7.057388737,False,3,Sunday
2994,F,114.9521694,2020-04-01,1,Virtual,49000,61,Aceptada,False,0.0,2.299043389,False,1,Wednesday
2995,F,152.6581497,2020-05-01,6,Virtual,49000,61,Aceptada,False,0.0,3.053162994,False,1,Friday
2996,F,925.585633,2020-01-30,6,FÃ­sica,49000,61,Aceptada,False,0.0,9.25585633,False,4,Thursday
2997,F,922.1388945,2020-01-23,6,FÃ­sica,49000,61,Aceptada,False,0.0,9.221388945,False,5,Thursday
2998,F,390.9788597,2020-01-22,17,Virtual,49000,61,En proceso,False,0.0,7.819577195,False,5,Wednesday
2999,F,318.5485278,2020-04-01,8,FÃ­sica,49000,61,En proceso,False,63.70970555,2.548388222,False,2,Wednesday
3000,F,103.915377,2020-01-17,4,Virtual,49000,61,Aceptada,False,0.0,2.07830754,False,4,Friday
3001,F,180.5750593,2020-01-13,3,Virtual,97000,42,Aceptada,False,0.0,3.611501186,False,5,Monday
3002,F,363.5713896,2020-01-21,8,FÃ­sica,97000,42,Aceptada,False,0.0,3.635713896,False,3,Tuesday
3003,F,268.1224793,2020-01-18,15,FÃ­sica,97000,42,En proceso,False,0.0,2.681224793,False,5,Saturday
3004,F,357.331948,2020-01-19,10,FÃ­sica,97000,42,Aceptada,False,0.0,3.57331948,False,2,Sunday
3005,F,183.9995692,2020-06-01,18,Virtual,97000,42,En proceso,False,0.0,3.679991384,False,4,Monday
3006,F,413.0650484,2020-01-24,18,FÃ­sica,97000,42,Aceptada,False,82.61300968,3.304520387,False,4,Friday
3007,F,842.3158701,2020-01-14,11,FÃ­sica,97000,42,Aceptada,False,84.23158701,7.580842831,False,2,Tuesday
3008,F,849.7596261,2020-02-01,6,FÃ­sica,97000,42,En proceso,False,0.0,8.497596261,False,1,Saturday
3009,F,581.7584673,2020-01-27,8,FÃ­sica,97000,42,Aceptada,False,0.0,5.817584673,False,4,Monday
3010,F,776.8269498,2020-01-28,14,Virtual,97000,42,Aceptada,False,0.0,15.536539,False,5,Tuesday
3011,F,48.44409959,2020-11-01,10,Virtual,97000,42,Aceptada,False,0.0,0.968881992,False,3,Sunday
3012,F,821.4024428,2020-01-26,4,FÃ­sica,84000,33,Aceptada,False,0.0,8.214024428,False,3,Sunday
3013,F,340.3235633,2020-09-01,5,Virtual,84000,33,Aceptada,False,34.03235633,6.12582414,False,4,Tuesday
3014,M,504.6163107,2020-01-30,19,FÃ­sica,31000,57,Aceptada,False,0.0,5.046163107,False,3,Thursday
3015,M,146.9343636,2020-01-16,20,FÃ­sica,31000,57,En proceso,False,14.69343636,1.322409273,False,4,Thursday
3016,M,121.2187804,2020-08-01,8,FÃ­sica,31000,57,Aceptada,False,12.12187804,1.090969024,False,1,Saturday
3017,M,976.2807986,2020-02-01,6,Virtual,31000,57,En proceso,False,0.0,19.52561597,False,5,Saturday
3018,M,89.98435813,2020-01-29,5,FÃ­sica,31000,57,Aceptada,False,8.998435813,0.809859223,False,5,Wednesday
3019,M,605.5889588,2020-10-01,16,FÃ­sica,31000,57,Aceptada,False,60.55889588,5.450300629,False,3,Thursday
3020,M,30.55256592,2020-04-01,13,FÃ­sica,31000,57,Aceptada,False,0.0,0.305525659,False,1,Wednesday
3021,M,817.8560158,2020-01-28,3,FÃ­sica,31000,57,En proceso,False,0.0,8.178560158,False,1,Tuesday
3022,M,170.9226834,2020-01-24,7,FÃ­sica,31000,57,Aceptada,False,17.09226834,1.538304151,False,5,Friday
3023,M,650.1610256,2020-01-26,18,Virtual,31000,57,En proceso,False,0.0,13.00322051,False,2,Sunday
3024,M,557.7136719,2020-01-29,22,FÃ­sica,31000,57,Aceptada,False,0.0,5.577136719,False,5,Wednesday
3025,M,454.0891514,2020-01-24,10,FÃ­sica,31000,57,Aceptada,False,0.0,4.540891514,False,2,Friday
3026,M,864.3263722,2020-01-16,4,Virtual,31000,57,Aceptada,False,86.43263722,15.5578747,False,3,Thursday
3027,F,224.2224013,2020-06-01,13,Virtual,65000,64,Aceptada,False,0.0,4.484448025,False,3,Monday
3028,F,536.080284,2020-01-27,16,FÃ­sica,65000,64,Aceptada,False,0.0,5.36080284,False,5,Monday
3029,F,619.2362103,2020-12-01,14,Virtual,65000,64,Aceptada,False,0.0,12.38472421,False,2,Tuesday
3030,F,611.0744032,2020-01-24,5,FÃ­sica,65000,64,Aceptada,False,61.10744032,5.499669628,False,4,Friday
3031,F,651.4520429,2020-01-16,15,FÃ­sica,65000,64,En proceso,False,0.0,6.514520429,False,3,Thursday
3032,F,172.9012688,2020-01-17,19,FÃ­sica,65000,64,Aceptada,False,0.0,1.729012688,False,1,Friday
3033,F,648.6155141,2020-05-01,7,Virtual,65000,64,Aceptada,False,0.0,12.97231028,False,4,Friday
3034,F,48.85558814,2020-07-01,7,FÃ­sica,65000,64,Aceptada,False,0.0,0.488555881,False,5,Wednesday
3035,F,67.2550968,2020-01-24,21,Virtual,65000,64,Aceptada,False,13.45101936,1.076081549,False,5,Friday
3036,F,890.4680996,2020-01-21,16,FÃ­sica,65000,64,Rechazada,False,0.0,8.904680996,False,3,Tuesday
3037,F,774.2736933,2020-01-27,7,FÃ­sica,65000,64,En proceso,False,0.0,7.742736933,False,1,Monday
3038,F,895.4527935,2020-01-20,22,Virtual,65000,64,Aceptada,False,0.0,17.90905587,False,5,Monday
3039,F,890.0375626,2020-01-29,16,FÃ­sica,65000,64,En proceso,False,0.0,8.900375626,False,2,Wednesday
3040,F,804.6350831,2020-01-21,19,Virtual,65000,64,Aceptada,False,0.0,16.09270166,False,1,Tuesday
3041,F,116.316706,2020-01-20,22,FÃ­sica,36000,45,Aceptada,False,0.0,1.16316706,False,2,Monday
3042,F,414.7939022,2020-08-01,5,FÃ­sica,36000,45,Aceptada,False,0.0,4.147939022,False,4,Saturday
3043,F,84.56993918,2020-01-25,16,FÃ­sica,36000,45,En proceso,False,0.0,0.845699392,False,2,Saturday
3044,F,240.17472,2020-01-22,6,FÃ­sica,36000,45,Aceptada,False,0.0,2.4017472,False,5,Wednesday
3045,F,995.7580286,2020-01-29,6,FÃ­sica,91000,51,Aceptada,False,0.0,9.957580286,False,5,Wednesday
3046,F,605.9800267,2020-01-18,6,Virtual,91000,51,Aceptada,False,121.1960053,9.695680427,False,2,Saturday
3047,F,653.6935968,2020-01-29,21,Virtual,91000,51,Aceptada,False,65.36935968,11.76648474,False,4,Wednesday
3048,F,670.3173929,2020-01-20,16,FÃ­sica,91000,51,Aceptada,False,0.0,6.703173929,False,1,Monday
3049,F,617.1734688,2020-05-01,1,FÃ­sica,91000,51,Aceptada,False,61.71734688,5.554561219,False,1,Friday
3050,F,369.9624699,2020-01-14,17,FÃ­sica,91000,51,Aceptada,False,0.0,3.699624699,False,3,Tuesday
3051,F,200.5402345,2020-09-01,19,FÃ­sica,91000,51,Aceptada,False,20.05402345,1.804862111,False,2,Tuesday
3052,F,554.9863464,2020-01-22,15,FÃ­sica,91000,51,Aceptada,False,55.49863464,4.994877118,False,2,Wednesday
3053,F,373.4855981,2020-05-01,1,FÃ­sica,91000,51,En proceso,False,0.0,3.734855981,False,3,Friday
3054,F,272.2566304,2020-01-25,15,FÃ­sica,91000,51,Aceptada,False,0.0,2.722566304,False,5,Saturday
3055,M,440.9718303,2020-01-20,20,Virtual,81000,44,Aceptada,False,88.19436607,7.055549286,False,5,Monday
3056,M,698.7514777,2020-12-01,14,FÃ­sica,81000,44,Aceptada,False,69.87514777,6.288763299,False,4,Tuesday
3057,M,60.81548449,2020-01-28,23,FÃ­sica,81000,44,En proceso,False,0.0,0.608154845,False,5,Tuesday
3058,F,629.6523433,2020-10-01,9,FÃ­sica,64000,36,Aceptada,False,0.0,6.296523433,False,2,Thursday
3059,F,362.5998267,2020-07-01,1,FÃ­sica,64000,36,Rechazada,False,0.0,3.625998267,True,4,Wednesday
3060,F,943.7762924,2020-01-16,7,FÃ­sica,64000,36,Aceptada,False,0.0,9.437762924,False,3,Thursday
3061,F,249.6397385,2020-01-25,6,Virtual,36000,38,Aceptada,False,0.0,4.992794769,False,3,Saturday
3062,F,301.4923675,2020-01-19,16,Virtual,36000,38,Aceptada,False,0.0,6.02984735,False,1,Sunday
3063,F,336.1228091,2020-01-20,11,Virtual,36000,38,Aceptada,False,33.61228091,6.050210563,False,4,Monday
3064,F,696.1293986,2020-01-16,2,FÃ­sica,36000,38,Rechazada,False,0.0,6.961293986,False,2,Thursday
3065,F,515.6702632,2020-05-01,18,FÃ­sica,36000,38,Aceptada,False,0.0,5.156702632,False,2,Friday
3066,F,675.0880287,2020-01-24,2,FÃ­sica,28000,33,Aceptada,False,0.0,6.750880287,False,2,Friday
3067,F,365.470884,2020-06-01,19,FÃ­sica,28000,33,Rechazada,False,0.0,3.65470884,False,5,Monday
3068,F,578.4544836,2020-01-15,11,Virtual,28000,33,En proceso,False,0.0,11.56908967,False,5,Wednesday
3069,F,936.723606,2020-01-28,13,FÃ­sica,42000,33,Aceptada,True,0.0,9.36723606,False,3,Tuesday
3070,F,130.0156996,2020-02-01,19,Virtual,42000,33,Aceptada,True,0.0,2.600313993,False,5,Saturday
3071,F,520.5451918,2020-06-01,12,Virtual,42000,33,Aceptada,True,0.0,10.41090384,False,5,Monday
3072,F,148.5002619,2020-01-29,1,Virtual,42000,33,Aceptada,True,14.85002619,2.673004713,False,5,Wednesday
3073,F,886.0439986,2020-01-22,13,FÃ­sica,42000,43,Aceptada,False,0.0,8.860439986,False,2,Wednesday
3074,M,254.690176,2020-12-01,21,FÃ­sica,62000,63,Aceptada,False,0.0,2.54690176,False,5,Tuesday
3075,M,987.1082851,2020-01-25,10,Virtual,62000,63,Aceptada,False,0.0,19.7421657,False,4,Saturday
3076,M,648.3549816,2020-11-01,8,Virtual,62000,63,Aceptada,False,0.0,12.96709963,False,1,Sunday
3077,M,956.7674721,2020-01-20,12,FÃ­sica,62000,63,Rechazada,False,0.0,9.567674721,False,2,Monday
3078,F,945.6782305,2020-04-01,21,Virtual,92000,55,En proceso,False,0.0,18.91356461,False,4,Wednesday
3079,F,789.0106787,2020-09-01,13,FÃ­sica,92000,55,Aceptada,False,0.0,7.890106787,False,2,Tuesday
3080,F,497.328168,2020-01-24,4,Virtual,92000,55,Aceptada,False,0.0,9.94656336,False,5,Friday
3081,F,379.8999542,2020-01-28,12,FÃ­sica,92000,55,Aceptada,False,37.98999542,3.419099588,False,2,Tuesday
3082,F,662.3387742,2020-04-01,12,FÃ­sica,92000,55,Aceptada,False,0.0,6.623387742,False,3,Wednesday
3083,F,786.0990823,2020-01-27,8,FÃ­sica,92000,55,Aceptada,False,78.60990823,7.074891741,False,4,Monday
3084,F,736.2072469,2020-03-01,13,Virtual,92000,55,Aceptada,False,0.0,14.72414494,False,4,Sunday
3085,M,300.7594843,2020-08-01,11,FÃ­sica,69000,34,Aceptada,False,60.15189685,2.406075874,False,1,Saturday
3086,M,723.4246208,2020-04-01,2,FÃ­sica,69000,34,Aceptada,False,0.0,7.234246208,False,1,Wednesday
3087,M,57.18568484,2020-09-01,2,FÃ­sica,69000,34,Aceptada,False,0.0,0.571856848,False,5,Tuesday
3088,M,646.7048476,2020-01-30,7,FÃ­sica,69000,34,Aceptada,False,64.67048476,5.820343629,False,1,Thursday
3089,M,168.4860514,2020-01-17,5,FÃ­sica,69000,34,Rechazada,False,16.84860514,1.516374463,False,2,Friday
3090,M,413.739364,2020-11-01,10,Virtual,49000,36,Aceptada,True,41.3739364,7.447308551,False,1,Sunday
3091,M,461.2717622,2020-10-01,20,FÃ­sica,49000,36,Aceptada,True,0.0,4.612717622,False,3,Thursday
3092,M,148.7740466,2020-05-01,5,FÃ­sica,49000,36,En proceso,True,0.0,1.487740466,False,4,Friday
3093,M,193.1348385,2020-01-27,3,FÃ­sica,49000,36,En proceso,True,0.0,1.931348385,False,5,Monday
3094,M,878.63423,2020-01-29,16,FÃ­sica,40000,62,Rechazada,False,87.863423,7.90770807,False,4,Wednesday
3095,M,287.8865916,2020-01-24,4,FÃ­sica,40000,62,Aceptada,False,0.0,2.878865916,False,1,Friday
3096,M,197.700443,2020-05-01,8,FÃ­sica,40000,62,Aceptada,False,0.0,1.97700443,False,2,Friday
3097,M,835.3113198,2020-01-28,23,FÃ­sica,40000,62,Rechazada,False,0.0,8.353113198,False,4,Tuesday
3098,M,627.9409573,2020-01-26,4,Virtual,40000,62,Aceptada,False,62.79409573,11.30293723,False,1,Sunday
3099,M,696.1852076,2020-01-22,11,FÃ­sica,88000,64,En proceso,False,69.61852076,6.265666869,False,1,Wednesday
3100,M,838.2135262,2020-01-21,10,FÃ­sica,88000,64,En proceso,False,0.0,8.382135262,False,5,Tuesday
3101,M,479.8936831,2020-10-01,11,Virtual,88000,64,Aceptada,False,0.0,9.597873662,False,1,Thursday
3102,--,250.2949302,2020-01-15,11,FÃ­sica,99000,38,Aceptada,False,0.0,2.502949302,False,5,Wednesday
3103,--,961.0279391,2020-01-15,21,FÃ­sica,99000,38,Aceptada,False,0.0,9.610279391,False,4,Wednesday
3104,--,55.13847917,2020-01-28,1,FÃ­sica,99000,38,Aceptada,False,0.0,0.551384792,False,5,Tuesday
3105,--,908.0710581,2020-08-01,10,FÃ­sica,99000,38,Aceptada,False,0.0,9.080710581,False,4,Saturday
3106,--,815.6706245,2020-02-01,23,Virtual,99000,38,Aceptada,False,0.0,16.31341249,False,4,Saturday
3107,--,109.7801468,2020-10-01,20,FÃ­sica,99000,38,Aceptada,False,0.0,1.097801468,False,5,Thursday
3108,--,930.1733812,2020-07-01,18,FÃ­sica,99000,38,Aceptada,False,0.0,9.301733812,False,3,Wednesday
3109,--,954.1678722,2020-01-15,3,Virtual,99000,38,Rechazada,False,0.0,19.08335744,False,3,Wednesday
3110,--,532.2183386,2020-11-01,6,FÃ­sica,99000,38,Aceptada,False,0.0,5.322183386,False,3,Sunday
3111,--,358.3108134,2020-05-01,4,FÃ­sica,99000,38,Aceptada,False,0.0,3.583108134,False,4,Friday
3112,--,797.8144923,2020-01-18,17,FÃ­sica,99000,38,Aceptada,False,0.0,7.978144923,False,4,Saturday
3113,F,918.9460346,2020-01-30,7,Virtual,50000,52,Aceptada,False,91.89460346,16.54102862,False,1,Thursday
3114,F,75.09370549,2020-08-01,21,FÃ­sica,50000,52,Aceptada,False,0.0,0.750937055,True,2,Saturday
3115,F,589.3680821,2020-01-28,7,Virtual,50000,52,Aceptada,False,58.93680821,10.60862548,False,3,Tuesday
3116,F,732.051324,2020-03-01,10,Virtual,50000,52,En proceso,False,73.2051324,13.17692383,False,2,Sunday
3117,F,470.6120014,2020-07-01,16,FÃ­sica,50000,52,Aceptada,False,0.0,4.706120014,False,3,Wednesday
3118,F,929.4057867,2020-11-01,15,FÃ­sica,50000,52,Rechazada,False,0.0,9.294057867,False,3,Sunday
3119,F,566.3627256,2020-06-01,11,Virtual,50000,52,Rechazada,False,56.63627256,10.19452906,False,2,Monday
3120,F,574.1911569,2020-01-26,2,Virtual,50000,52,En proceso,False,0.0,11.48382314,False,2,Sunday
3121,F,194.1850613,2020-06-01,2,FÃ­sica,50000,52,Aceptada,False,19.41850613,1.747665551,False,3,Monday
3122,F,181.2687072,2020-03-01,12,FÃ­sica,50000,52,Aceptada,False,0.0,1.812687072,False,1,Sunday
3123,F,602.020343,2020-04-01,1,FÃ­sica,50000,52,Rechazada,False,60.2020343,5.418183087,False,1,Wednesday
3124,F,122.173746,2020-01-14,11,FÃ­sica,50000,52,Aceptada,False,0.0,1.22173746,False,2,Tuesday
3125,F,997.0964219,2020-01-23,13,FÃ­sica,50000,52,Aceptada,False,0.0,9.970964219,False,5,Thursday
3126,F,589.506513,2020-01-17,10,FÃ­sica,99000,48,En proceso,False,58.9506513,5.305558617,False,1,Friday
3127,F,755.8373366,2020-03-01,4,FÃ­sica,99000,48,Aceptada,False,0.0,7.558373366,False,1,Sunday
3128,F,860.5076742,2020-10-01,13,Virtual,99000,48,Aceptada,False,0.0,17.21015348,False,5,Thursday
3129,F,464.2170474,2020-01-18,19,FÃ­sica,99000,48,Aceptada,False,0.0,4.642170474,False,3,Saturday
3130,F,666.8500878,2020-08-01,12,FÃ­sica,99000,48,Aceptada,False,66.68500878,6.00165079,False,5,Saturday
3131,F,321.7155811,2020-04-01,5,FÃ­sica,99000,48,Aceptada,False,64.34311622,2.573724649,False,2,Wednesday
3132,F,570.0496034,2020-06-01,7,Virtual,99000,48,Aceptada,False,0.0,11.40099207,False,5,Monday
3133,F,1.992178402,2020-01-25,1,FÃ­sica,99000,48,En proceso,False,0.0,0.019921784,False,2,Saturday
3134,F,991.0142661,2020-01-20,19,Virtual,99000,48,Aceptada,False,198.2028532,15.85622826,False,1,Monday
3135,F,132.0109323,2020-01-27,9,FÃ­sica,99000,48,Aceptada,False,0.0,1.320109323,False,3,Monday
3136,F,231.5196466,2020-01-15,13,FÃ­sica,99000,48,Aceptada,False,0.0,2.315196466,False,1,Wednesday
3137,F,128.2776765,2020-01-26,18,FÃ­sica,99000,48,Aceptada,False,0.0,1.282776765,False,1,Sunday
3138,F,259.862297,2020-01-18,20,Virtual,99000,48,En proceso,False,0.0,5.197245939,False,5,Saturday
3139,F,90.3665855,2020-01-22,3,Virtual,99000,48,Aceptada,False,0.0,1.80733171,False,3,Wednesday
3140,F,995.4222197,2020-01-26,19,Virtual,99000,48,Aceptada,False,99.54222197,17.91759996,False,1,Sunday
3141,F,2.621720121,2020-02-01,20,FÃ­sica,64000,34,Rechazada,True,0.0,0.026217201,False,1,Saturday
3142,M,475.9254469,2020-09-01,21,FÃ­sica,73000,40,Aceptada,False,0.0,4.759254469,False,5,Tuesday
3143,M,287.0538443,2020-05-01,15,Virtual,73000,40,Aceptada,False,0.0,5.741076886,False,2,Friday
3144,M,319.5075349,2020-01-13,21,Virtual,73000,40,Aceptada,False,0.0,6.390150697,False,5,Monday
3145,M,287.1897933,2020-01-27,1,Virtual,73000,40,Aceptada,False,0.0,5.743795867,False,2,Monday
3146,M,996.7835236,2020-07-01,10,FÃ­sica,73000,40,Aceptada,False,0.0,9.967835236,False,4,Wednesday
3147,M,459.3365824,2020-11-01,7,FÃ­sica,73000,40,Aceptada,False,0.0,4.593365824,False,1,Sunday
3148,M,737.5954232,2020-01-19,5,FÃ­sica,73000,40,Aceptada,False,73.75954232,6.638358809,False,2,Sunday
3149,M,901.4447325,2020-01-13,7,Virtual,73000,40,Aceptada,False,0.0,18.02889465,False,5,Monday
3150,M,608.4604825,2020-11-01,15,Virtual,73000,40,Aceptada,False,121.6920965,9.73536772,False,2,Sunday
3151,M,307.9604345,2020-01-25,8,FÃ­sica,73000,40,Aceptada,False,0.0,3.079604345,False,1,Saturday
3152,M,361.6656962,2020-01-22,4,FÃ­sica,78000,57,Aceptada,False,72.33313925,2.89332557,False,5,Wednesday
3153,M,303.7921291,2020-09-01,21,FÃ­sica,78000,57,Aceptada,False,0.0,3.037921291,False,2,Tuesday
3154,M,158.8995713,2020-01-23,18,Virtual,78000,57,Aceptada,False,15.88995713,2.860192284,False,3,Thursday
3155,M,621.4798635,2020-10-01,16,FÃ­sica,78000,57,En proceso,False,62.14798635,5.593318772,False,5,Thursday
3156,M,719.4378423,2020-02-01,14,FÃ­sica,78000,57,Aceptada,False,0.0,7.194378423,False,4,Saturday
3157,M,968.573008,2020-09-01,6,FÃ­sica,78000,57,Rechazada,False,0.0,9.68573008,False,1,Tuesday
3158,M,509.4766579,2020-05-01,15,FÃ­sica,78000,57,Rechazada,False,0.0,5.094766579,False,3,Friday
3159,M,804.1566437,2020-07-01,13,Virtual,78000,57,Aceptada,False,160.8313287,12.8665063,False,4,Wednesday
3160,M,403.9232636,2020-06-01,12,Virtual,78000,57,Aceptada,False,0.0,8.078465271,False,4,Monday
3161,M,200.5665174,2020-10-01,14,FÃ­sica,78000,57,Aceptada,False,0.0,2.005665174,False,1,Thursday
3162,--,739.7059455,2020-06-01,4,FÃ­sica,98000,32,Aceptada,True,73.97059455,6.65735351,False,3,Monday
3163,--,128.7091999,2020-01-27,1,FÃ­sica,98000,32,En proceso,True,0.0,1.287091999,False,5,Monday
3164,--,484.6515445,2020-01-23,22,Virtual,98000,32,Aceptada,True,0.0,9.69303089,False,1,Thursday
3165,F,131.3566994,2020-01-19,1,Virtual,73000,40,En proceso,False,26.27133988,2.10170719,False,1,Sunday
3166,F,343.4123989,2020-01-26,9,Virtual,73000,40,Aceptada,False,0.0,6.868247977,False,3,Sunday
3167,F,153.0211629,2020-01-16,18,FÃ­sica,73000,40,Aceptada,False,0.0,1.530211629,False,4,Thursday
3168,F,753.7877543,2020-05-01,9,Virtual,73000,40,Rechazada,False,0.0,15.07575509,False,5,Friday
3169,F,355.8130671,2020-04-01,5,FÃ­sica,73000,40,Aceptada,False,35.58130671,3.202317604,False,3,Wednesday
3170,F,121.5846973,2020-10-01,7,Virtual,73000,40,Aceptada,False,0.0,2.431693946,True,1,Thursday
3171,F,606.5569879,2020-03-01,7,Virtual,73000,40,Aceptada,False,60.65569879,10.91802578,False,1,Sunday
3172,M,258.0871439,2020-01-20,5,FÃ­sica,39000,58,Aceptada,False,0.0,2.580871439,False,1,Monday
3173,M,736.9923298,2020-02-01,6,FÃ­sica,29000,58,Aceptada,False,0.0,7.369923298,True,4,Saturday
3174,M,293.1409721,2020-02-01,23,FÃ­sica,29000,58,Aceptada,False,58.62819442,2.345127777,False,1,Saturday
3175,M,155.5818115,2020-01-15,16,FÃ­sica,29000,58,Aceptada,False,0.0,1.555818115,False,1,Wednesday
3176,F,899.6295576,2020-01-19,20,Virtual,49000,38,Aceptada,False,0.0,17.99259115,False,1,Sunday
3177,F,451.9423729,2020-10-01,9,Virtual,49000,38,En proceso,False,0.0,9.038847458,False,3,Thursday
3178,F,253.2810309,2020-01-23,8,FÃ­sica,49000,38,Aceptada,False,25.32810309,2.279529278,False,2,Thursday
3179,F,742.7216211,2020-01-28,10,FÃ­sica,49000,38,Aceptada,False,0.0,7.427216211,True,1,Tuesday
3180,F,912.1410963,2020-06-01,16,Virtual,49000,38,Rechazada,False,0.0,18.24282193,False,3,Monday
3181,F,911.6699455,2020-01-30,5,FÃ­sica,49000,38,Aceptada,False,0.0,9.116699455,False,1,Thursday
3182,M,508.7591569,2020-01-21,3,FÃ­sica,40000,49,Aceptada,False,50.87591569,4.578832412,False,1,Tuesday
3183,M,225.8992806,2020-01-25,4,FÃ­sica,40000,49,Aceptada,False,22.58992806,2.033093526,False,1,Saturday
3184,M,832.6029644,2020-01-29,6,Virtual,40000,49,Aceptada,False,83.26029644,14.98685336,False,3,Wednesday
3185,M,10.62859911,2020-01-25,19,FÃ­sica,40000,49,Rechazada,False,0.0,0.106285991,False,3,Saturday
3186,M,200.4095432,2020-04-01,11,FÃ­sica,40000,49,Aceptada,False,0.0,2.004095432,False,2,Wednesday
3187,F,209.2328938,2020-06-01,14,Virtual,44000,41,En proceso,False,20.92328938,3.766192088,False,1,Monday
3188,F,916.5242773,2020-01-21,14,FÃ­sica,44000,41,Aceptada,False,0.0,9.165242773,False,1,Tuesday
3189,F,127.5551242,2020-01-24,10,FÃ­sica,44000,41,Aceptada,False,0.0,1.275551242,False,3,Friday
3190,F,748.9389752,2020-10-01,20,Virtual,44000,41,Rechazada,False,0.0,14.9787795,False,3,Thursday
3191,F,318.0929242,2020-08-01,1,Virtual,44000,41,Rechazada,False,0.0,6.361858483,False,3,Saturday
3192,F,116.6618846,2020-01-28,6,FÃ­sica,44000,41,Aceptada,False,0.0,1.166618846,False,4,Tuesday
3193,F,831.3331623,2020-01-13,21,FÃ­sica,44000,41,Aceptada,False,83.13331623,7.481998461,True,2,Monday
3194,M,805.6992119,2020-01-20,18,FÃ­sica,51000,43,Aceptada,False,0.0,8.056992119,False,5,Monday
3195,F,612.5180282,2020-01-22,1,Virtual,39000,37,Aceptada,False,0.0,12.25036056,False,2,Wednesday
3196,F,671.3209676,2020-10-01,15,Virtual,39000,37,Aceptada,False,0.0,13.42641935,False,4,Thursday
3197,F,624.788031,2020-01-29,16,FÃ­sica,39000,37,En proceso,False,62.4788031,5.623092279,False,5,Wednesday
3198,F,748.8444291,2020-11-01,7,FÃ­sica,39000,37,Aceptada,False,0.0,7.488444291,False,1,Sunday
3199,F,695.2303073,2020-05-01,19,FÃ­sica,39000,37,Aceptada,False,0.0,6.952303073,False,4,Friday
3200,F,223.5444153,2020-01-26,12,FÃ­sica,39000,37,Aceptada,False,0.0,2.235444153,False,2,Sunday
3201,F,257.4854769,2020-01-18,3,Virtual,39000,37,Aceptada,False,0.0,5.149709539,False,4,Saturday
3202,F,830.5948864,2020-01-16,16,FÃ­sica,39000,37,Aceptada,False,166.1189773,6.644759091,False,4,Thursday
3203,F,90.15646143,2020-01-29,21,FÃ­sica,39000,37,Aceptada,False,9.015646143,0.811408153,False,3,Wednesday
3204,M,602.7979211,2020-01-23,6,FÃ­sica,91000,57,Aceptada,False,60.27979211,5.42518129,False,4,Thursday
3205,M,479.6887908,2020-01-26,7,Virtual,91000,57,Aceptada,False,0.0,9.593775815,False,5,Sunday
3206,M,730.8749093,2020-01-25,17,FÃ­sica,99000,49,En proceso,True,0.0,7.308749093,False,5,Saturday
